School_Percentage,Aptitude_Test,Acadmic_Achievement,Programming1,Programming2,School_type,Color
99,92,90,52,57,2,2
94,96,93,82,80,2,2
96,92,90,41,63,2,2
95,92,96,51,89,1,2
95,93,93,90,53,1,2
98,91,98,45,74,1,2
94,90,85,74,73,2,2
90,98,90,56,76,2,2
93,93,96,63,40,1,2
95,89,91,51,69,2,2
99,95,97,54,57,1,2
96,91,95,80,97,1,1
98,93,93,46,60,1,2
93,97,95,55,69,1,2
92,97,95,66,88,1,2
91,93,99,64,68,1,2
98,95,92,53,44,2,2
98,95,92,45,44,2,3
98,99,91,82,49,1,2
99,91,95,95,62,1,2
92,98,96,45,69,2,2
91,95,94,72,68,2,2
96,91,85,69,90,2,2
95,90,92,75,49,1,2
93,97,94,78,99,1,1
90,94,96,56,64,2,2
95,87,95,93,51,2,2
98,95,96,99,64,1,1
91,97,93,88,81,2,1
94,98,98,96,78,1,1
91,99,97,52,68,2,2
92,92,92,70,83,2,2
93,95,92,69,39,1,2
91,99,86,65,45,1,2
92,93,99,55,74,1,2
93,94,93,80,87,2,2
99,98,91,53,78,1,2
91,98,95,97,93,1,1
98,90,99,67,93,2,2
94,96,98,43,56,2,2
88,98,95,81,58,1,2
98,99,85,60,42,2,2
90,97,97,44,55,2,2
99,92,95,66,58,2,2
98,93,96,57,84,1,2
91,94,97,89,82,1,1
90,95,90,71,95,2,2
98,90,91,71,94,1,2
93,94,96,46,53,1,2
95,91,98,88,54,1,2
95,95,97,52,49,1,2
96,93,98,72,82,1,2
91,93,99,76,64,1,2
90,87,96,75,49,1,2
94,96,95,84,76,1,2
93,96,98,63,76,2,2
99,90,94,74,74,2,2
85,98,95,59,59,2,2
92,94,92,47,76,1,2
92,93,98,89,94,1,1
98,95,91,65,46,2,2
99,97,92,43,41,2,3
99,91,93,74,94,2,1
93,96,95,85,44,1,2
97,90,93,42,49,1,3
92,97,86,45,91,1,2
95,99,93,80,84,2,1
87,91,99,67,43,1,2
96,90,95,75,51,2,2
98,91,91,82,63,1,2
94,97,92,40,55,1,2
97,99,90,68,59,2,2
93,93,98,47,67,2,2
92,89,96,75,42,1,2
98,96,99,43,56,2,2
98,92,85,60,46,2,2
87,90,91,61,64,1,2
90,93,93,99,90,1,1
94,90,96,86,62,2,2
93,95,97,78,67,1,2
93,99,98,55,84,2,2
99,99,99,44,44,2,2
90,89,91,54,89,1,2
87,97,91,88,70,1,2
98,96,91,77,75,2,2
99,94,86,77,69,2,2
91,91,91,77,88,2,2
94,99,93,63,74,2,2
88,92,98,80,42,2,2
96,99,98,63,76,1,2
92,99,89,62,61,1,2
94,94,99,63,89,2,2
94,95,94,68,75,2,2
99,89,91,76,94,2,2
98,90,91,91,50,2,2
90,93,94,78,43,2,2
95,98,99,58,92,2,2
96,92,94,66,74,1,2
98,95,87,49,44,2,3
99,97,94,64,52,2,2
85,99,91,51,78,2,2
90,91,93,52,51,2,2
93,92,96,47,47,2,2
98,86,92,56,44,2,2
97,99,98,59,80,2,2
91,91,85,90,41,2,2
90,91,94,40,86,1,2
98,90,99,97,99,1,1
99,87,98,82,61,1,2
94,91,96,99,52,2,2
95,96,94,56,52,1,2
86,92,97,87,63,2,2
94,98,99,61,86,2,2
93,98,97,78,39,2,2
99,94,97,64,81,1,2
95,95,87,45,99,1,2
94,97,90,81,98,1,1
97,89,92,97,80,1,1
92,96,94,46,86,2,2
95,92,97,46,95,1,2
91,90,89,63,60,2,2
96,91,90,40,82,2,2
88,97,97,69,52,2,2
97,98,96,44,92,1,2
90,97,91,62,74,1,2
92,87,90,93,65,2,2
98,94,88,47,69,1,2
90,98,98,64,48,2,2
85,96,93,80,77,1,2
98,89,97,90,52,1,2
90,94,95,68,56,1,2
87,91,98,86,49,2,2
96,88,95,70,77,2,2
90,96,98,88,47,2,2
97,98,86,76,51,1,2
87,98,90,53,58,1,2
91,88,95,86,40,1,2
85,93,93,90,44,1,2
99,96,91,47,56,1,2
99,96,89,60,98,1,2
86,94,97,86,79,1,2
99,99,96,59,74,2,2
97,87,90,93,65,2,2
97,99,99,62,78,1,2
96,99,89,67,92,2,2
92,99,94,42,52,2,2
94,90,98,68,76,1,2
93,85,90,61,76,2,2
98,96,90,76,79,1,2
93,95,93,58,89,1,2
95,97,97,40,78,2,2
90,99,86,42,62,2,2
89,92,90,56,64,1,2
99,90,95,86,42,1,2
92,94,95,60,83,1,2
93,89,96,64,95,2,2
93,92,93,91,87,2,1
99,95,85,55,81,1,2
91,98,98,54,74,2,2
97,91,90,49,72,2,2
99,89,98,57,62,2,2
93,91,91,70,43,2,2
92,97,88,79,76,1,2
89,98,98,52,45,1,2
91,90,94,59,48,2,2
94,98,96,67,62,1,2
92,94,99,90,52,2,2
95,94,92,88,86,2,1
97,97,90,95,93,1,1
90,94,100,72,75,2,2
94,90,98,93,56,2,2
97,90,98,73,84,1,2
95,98,95,65,59,1,2
94,90,90,81,43,2,2
92,96,93,82,52,2,2
96,97,90,75,71,2,2
96,94,96,73,62,1,2
97,97,96,65,58,2,2
91,99,96,27,89,2,2
94,91,98,55,45,1,2
88,92,98,60,48,2,2
99,94,96,49,44,1,2
99,94,95,54,64,1,2
96,88,93,62,44,2,2
92,96,96,59,54,2,2
95,90,95,96,54,2,2
92,95,93,47,93,1,2
98,99,94,42,69,1,2
99,98,93,97,73,2,1
100,94,93,71,82,1,2
90,90,91,59,71,2,2
95,97,92,98,96,2,1
93,99,86,94,58,2,2
91,97,93,70,83,2,2
98,97,91,89,79,2,1
99,93,93,69,59,2,2
93,94,96,73,72,2,2
90,95,90,49,96,1,2
92,98,94,45,94,2,2
92,93,96,69,66,1,2
90,92,89,81,72,1,2
97,98,96,58,97,2,2
96,92,94,81,78,1,2
97,91,88,93,78,1,2
95,86,91,40,91,2,2
97,91,86,68,50,2,2
96,100,97,58,86,1,2
90,96,90,50,96,1,2
94,92,96,89,94,1,1
95,90,86,81,80,1,2
91,95,89,68,92,1,2
95,88,92,61,82,2,2
90,90,98,55,90,1,2
92,97,92,52,56,1,2
88,89,99,97,41,2,2
98,90,93,89,64,2,2
96,99,85,93,74,2,2
87,85,95,75,56,1,2
85,90,90,46,63,1,3
99,86,87,73,50,1,2
94,86,99,60,78,2,2
91,88,99,71,60,2,2
85,93,95,48,57,2,2
98,87,92,47,41,2,3
96,91,88,56,43,2,3
98,92,91,86,71,1,2
95,89,89,88,94,1,1
96,92,97,42,82,2,2
94,93,95,47,90,2,2
94,86,85,50,55,2,3
99,92,92,76,93,2,1
92,96,95,48,98,1,2
94,91,93,86,67,2,2
87,85,92,98,66,2,2
96,96,86,68,57,2,2
92,93,95,44,76,1,2
91,88,95,90,93,1,1
96,91,92,68,52,1,2
93,92,100,88,44,2,2
92,94,86,62,58,1,2
96,93,92,68,71,1,2
93,96,90,72,53,1,2
92,97,92,82,41,2,2
95,100,96,40,43,1,3
94,95,94,98,48,1,2
90,99,92,47,57,2,2
90,90,99,42,89,1,2
90,99,98,60,74,2,2
98,95,93,65,54,2,2
90,94,94,55,99,1,2
99,91,98,71,79,2,2
97,94,98,67,42,2,2
94,92,91,54,98,2,2
93,98,94,73,98,1,1
99,91,94,76,67,1,2
96,91,97,73,87,1,2
99,92,91,72,80,1,2
99,92,91,64,65,1,2
97,94,90,41,47,1,3
99,96,98,47,93,1,2
95,91,93,53,98,2,2
100,96,91,69,54,2,2
95,96,90,54,95,1,2
94,92,95,81,79,1,2
97,99,90,99,55,2,2
91,94,97,73,73,2,2
95,94,90,99,65,2,2
98,96,98,62,73,2,2
93,95,97,56,70,2,2
91,99,97,47,96,2,2
99,98,94,68,57,1,2
95,93,98,83,71,2,2
91,90,95,71,58,2,2
94,94,98,46,54,2,2
99,99,92,65,49,2,2
96,85,91,39,95,1,2
97,92,93,60,76,2,2
91,87,96,95,51,2,2
96,98,93,60,83,2,2
92,92,98,71,67,2,2
92,95,95,44,96,1,2
99,93,95,59,68,2,2
92,98,93,43,95,2,2
94,92,90,82,82,2,2
99,91,96,96,94,2,1
99,96,91,62,68,1,2
94,91,97,66,71,1,2
90,88,90,76,85,2,2
91,96,90,54,46,1,2
94,93,93,97,82,2,1
94,90,90,97,57,2,2
96,92,95,75,85,2,2
93,94,98,73,93,1,1
98,98,89,67,69,2,2
98,95,90,57,54,2,2
93,94,97,96,28,1,2
99,99,92,83,71,1,2
96,90,96,62,67,1,2
99,90,98,50,76,1,2
91,95,97,98,48,1,2
98,98,97,82,88,2,1
99,93,95,73,70,1,2
90,90,99,90,58,2,2
95,92,99,60,89,2,2
96,92,85,68,64,1,2
91,91,96,40,78,2,2
94,99,97,40,89,2,2
94,99,90,56,40,2,2
99,95,90,79,75,2,2
97,95,92,78,82,2,2
91,92,96,87,97,2,1
97,93,93,41,73,1,2
95,90,99,91,92,2,1
98,87,93,51,58,1,2
96,95,99,76,48,2,2
90,97,91,88,43,1,2
99,95,97,56,48,1,2
95,92,93,67,70,1,2
97,90,93,81,85,2,2
92,98,94,77,72,2,2
97,90,98,49,54,2,2
91,90,90,91,60,2,2
96,96,90,98,71,1,1
90,95,87,80,61,2,2
99,98,92,45,44,1,2
96,95,94,94,87,2,1
92,87,92,56,89,1,2
94,93,91,43,54,1,2
96,94,91,60,85,1,2
97,98,90,66,47,2,2
98,86,92,42,76,1,2
94,98,89,94,96,2,1
94,98,90,91,48,2,2
96,97,98,54,77,2,2
98,98,96,99,66,1,1
91,95,95,56,52,2,2
91,85,95,56,93,2,2
95,98,97,71,87,1,2
99,96,99,42,67,1,2
99,94,90,78,55,2,2
90,86,96,76,45,2,2
93,92,86,79,68,1,2
94,96,99,49,56,1,2
96,96,94,63,66,1,2
92,93,95,54,45,1,2
90,94,92,81,82,1,2
94,90,96,66,55,2,2
95,99,93,91,53,2,2
94,99,94,67,42,1,2
96,95,95,35,55,1,2
93,96,95,50,46,1,2
97,93,85,86,63,2,2
93,98,92,82,46,2,2
94,87,99,51,41,1,3
92,92,90,92,67,1,2
96,92,98,58,58,2,2
93,98,93,81,45,1,2
91,92,86,92,92,1,1
91,93,92,78,47,1,2
98,98,96,72,66,2,2
98,94,94,78,46,1,2
96,92,95,95,67,2,2
93,98,90,90,94,2,1
94,95,97,43,83,1,2
93,99,91,61,56,1,2
98,93,96,96,62,1,2
97,97,95,78,44,2,2
90,85,98,52,43,1,3
98,95,98,91,76,1,1
92,96,91,45,77,1,2
94,98,85,49,63,2,2
92,98,97,69,73,1,2
95,94,96,50,60,1,2
95,98,96,82,49,1,2
90,90,92,63,73,1,2
97,96,93,96,48,1,2
93,97,94,69,56,1,2
93,90,99,75,44,2,2
91,98,96,74,51,1,2
96,94,95,53,45,2,2
91,97,90,54,85,2,2
94,99,90,79,73,2,2
93,99,95,41,72,2,2
96,96,98,75,57,2,2
99,90,94,68,70,1,2
98,95,98,76,68,2,2
90,90,97,61,44,1,2
99,93,95,87,74,1,2
93,98,97,79,59,2,2
92,93,99,69,46,1,2
98,99,95,88,47,1,2
98,90,98,81,47,2,2
92,86,99,64,71,2,2
94,99,92,93,87,2,1
97,91,92,59,50,1,2
96,96,88,80,66,1,2
96,97,92,75,81,1,2
99,96,94,93,83,2,1
85,99,98,61,73,1,2
90,96,90,79,53,2,2
94,97,95,92,63,2,2
97,95,95,63,51,1,2
92,90,99,59,80,2,2
99,98,97,81,87,2,1
97,97,93,47,45,1,2
98,97,85,63,84,2,2
96,95,97,67,80,1,2
96,86,93,73,72,1,2
91,97,90,73,97,2,2
99,87,94,71,70,1,2
91,99,90,49,99,2,2
97,99,94,85,71,2,2
98,92,89,67,62,1,2
94,99,97,40,80,2,2
98,89,92,67,96,2,2
95,97,90,57,45,2,2
96,93,95,55,71,1,2
85,98,90,63,68,1,2
91,95,92,73,91,2,2
94,97,94,82,45,2,2
96,89,96,61,75,2,2
92,93,86,45,69,1,2
98,97,90,98,81,1,1
96,90,90,44,57,1,2
93,89,98,50,93,1,2
97,99,96,44,88,2,2
87,98,93,61,96,1,2
91,94,86,57,44,1,3
93,86,90,81,81,2,2
94,99,92,67,49,1,2
94,99,94,72,58,1,2
95,96,93,77,87,2,2
96,89,94,99,94,1,1
86,90,89,54,80,1,2
97,98,91,66,63,2,2
92,86,97,99,77,2,1
93,93,92,66,55,1,2
96,94,89,54,50,1,2
95,95,98,86,46,2,2
88,98,92,50,92,1,2
98,94,92,89,81,1,1
96,96,92,46,63,1,2
96,94,94,42,78,1,2
92,93,98,97,62,2,2
98,91,90,68,92,1,2
96,98,95,72,57,1,2
99,93,98,53,95,1,2
92,88,96,45,75,2,2
97,92,94,58,62,1,2
99,95,93,62,93,2,2
98,96,100,60,45,2,2
97,97,99,56,54,1,2
91,92,91,91,48,1,2
92,92,91,78,98,2,1
94,90,97,70,78,2,2
99,98,97,51,53,2,2
95,97,97,89,56,2,2
92,97,92,74,86,2,2
94,94,91,71,59,1,2
99,94,91,68,81,1,2
85,91,95,61,81,2,2
93,96,98,96,42,1,2
90,95,98,40,76,1,2
91,92,98,68,85,2,2
98,93,95,64,47,1,2
93,100,96,88,53,2,2
94,95,97,99,88,2,1
95,92,93,73,84,2,2
99,97,94,87,43,1,2
94,91,95,66,52,1,2
94,92,95,41,97,1,2
90,96,90,92,75,1,2
98,95,92,74,45,1,2
91,96,91,94,99,1,1
97,99,99,87,61,2,2
99,95,95,87,80,2,1
96,91,96,78,78,1,2
90,92,99,91,43,2,2
91,85,99,46,71,1,2
90,94,92,65,77,1,2
97,92,92,52,87,2,2
90,93,89,89,43,1,2
94,99,99,67,71,2,2
99,95,90,92,84,2,1
96,94,90,76,54,1,2
96,95,91,92,57,2,2
91,90,97,86,58,1,2
96,94,94,88,86,2,1
91,92,91,52,96,1,2
96,92,99,43,63,2,2
97,90,97,49,54,2,2
97,91,92,77,92,1,2
96,92,87,84,92,2,1
90,94,99,71,87,2,2
93,93,98,53,95,1,2
94,91,98,85,52,1,2
93,85,95,96,24,2,2
96,92,97,99,47,1,2
94,92,91,95,87,1,1
98,99,95,81,67,1,2
95,89,90,76,50,2,2
91,96,96,65,41,2,2
95,94,92,74,56,1,2
94,87,99,87,99,1,1
92,94,85,54,66,1,2
90,99,98,89,76,2,1
91,96,93,83,95,2,1
98,91,99,92,95,2,1
95,94,95,97,44,1,2
97,97,86,77,96,2,1
97,97,98,59,41,1,2
99,90,99,47,82,2,2
94,93,97,42,40,1,3
95,91,91,81,68,2,2
93,93,96,79,62,2,2
93,90,97,79,94,1,1
94,91,91,79,99,2,1
98,94,99,95,45,2,2
97,94,99,40,48,2,2
92,90,92,75,76,1,2
95,97,96,95,52,1,2
90,96,91,88,69,2,2
91,93,92,47,76,1,2
92,99,99,80,97,2,1
98,95,92,80,47,2,2
99,99,92,83,68,1,2
91,90,99,57,46,2,2
97,86,98,49,66,2,2
96,92,93,42,74,1,2
96,85,98,64,91,2,2
99,95,98,57,54,1,2
100,99,94,71,89,2,1
92,99,90,67,45,2,2
95,92,95,74,99,2,1
92,97,99,45,41,1,3
98,93,96,98,65,2,1
92,98,93,57,66,2,2
94,93,97,81,90,2,1
91,99,92,48,82,2,2
92,95,95,46,66,2,2
92,95,92,77,51,2,2
94,98,95,82,68,2,2
94,96,87,64,97,1,2
93,92,98,75,78,2,2
97,94,99,93,65,2,2
94,92,93,81,68,1,2
95,98,92,68,73,1,2
97,93,98,73,56,1,2
95,97,97,50,41,2,2
98,95,91,36,42,1,3
93,95,96,41,62,1,2
94,97,95,51,40,2,2
99,99,91,55,73,1,2
92,92,90,82,94,1,1
91,95,99,81,82,2,2
90,90,92,72,94,2,2
94,94,92,65,60,1,2
94,92,89,91,42,1,2
97,92,97,73,78,1,2
96,96,97,46,72,1,2
93,94,91,41,47,1,3
99,93,96,55,88,1,2
85,93,94,54,40,1,3
91,90,98,55,71,1,2
90,91,90,80,44,2,2
93,97,97,97,42,2,2
92,85,98,66,48,1,2
98,98,92,72,84,1,2
92,93,96,62,58,2,2
99,97,97,57,71,2,2
93,91,99,88,54,2,2
94,96,91,48,67,2,2
98,96,99,72,73,1,2
98,91,90,98,71,1,2
99,91,90,44,54,2,2
95,92,99,52,83,1,2
97,99,93,61,99,1,2
89,92,95,85,87,1,2
94,95,98,86,45,2,2
90,92,90,43,48,1,3
96,94,93,47,65,2,2
91,88,95,78,78,2,2
99,98,92,72,72,2,2
95,90,95,78,56,2,2
95,94,98,56,97,1,2
94,97,94,76,95,2,1
96,95,93,47,70,2,2
94,90,88,89,75,1,2
93,94,93,42,55,1,2
98,96,97,45,43,2,2
94,99,98,96,41,1,2
98,91,92,61,78,1,2
93,92,94,48,52,1,2
92,98,89,76,62,2,2
91,87,92,84,54,1,2
95,94,98,58,57,2,2
98,91,95,93,97,2,1
99,98,95,45,66,1,2
92,96,90,80,45,2,2
93,88,93,65,94,2,2
94,94,92,46,60,2,2
94,98,96,93,59,2,2
93,90,91,75,78,2,2
90,93,95,90,47,1,2
99,95,85,51,77,2,2
87,97,91,84,95,1,1
90,93,91,46,58,2,2
97,98,96,77,42,1,2
97,95,98,48,62,1,2
96,91,96,54,90,2,2
96,96,95,51,46,1,2
94,99,91,66,90,1,2
96,97,90,76,57,2,2
99,98,98,86,64,2,2
90,95,98,53,47,2,2
91,94,99,49,89,1,2
91,97,97,75,43,1,2
92,92,94,86,66,2,2
96,96,91,95,82,2,1
98,98,93,79,85,1,1
96,90,93,91,88,1,1
98,94,96,70,76,2,2
97,90,89,80,45,2,2
95,93,94,40,87,2,2
94,92,91,68,74,1,2
99,96,97,47,44,2,2
93,91,97,63,68,1,2
98,93,93,67,92,2,2
90,97,99,71,90,1,2
91,95,98,73,97,1,1
96,92,90,52,89,1,2
96,97,90,47,81,2,2
90,99,94,62,96,2,2
94,92,98,48,56,1,2
95,95,90,44,66,1,2
95,97,91,95,87,1,1
91,92,98,98,96,1,1
96,92,94,79,86,1,2
96,91,91,49,51,2,2
91,93,95,62,92,1,2
99,89,96,71,59,2,2
92,98,90,56,55,1,2
95,98,96,78,98,2,1
96,99,98,89,87,1,1
93,93,97,88,68,2,2
91,90,91,73,46,1,2
92,97,91,94,42,2,2
97,99,95,80,79,2,1
92,99,96,65,45,2,2
91,90,96,57,76,2,2
93,98,92,62,89,2,2
93,98,97,47,95,1,2
92,97,88,50,61,1,2
92,90,90,96,80,1,2
95,90,92,91,85,2,1
97,92,99,77,69,2,2
94,95,97,77,57,2,2
93,96,91,87,88,2,1
93,89,99,74,48,2,2
94,99,99,62,99,2,1
94,95,96,47,93,2,2
97,92,98,58,86,1,2
98,90,91,72,76,1,2
92,91,94,43,72,1,2
98,91,90,55,59,2,2
97,94,94,64,42,1,2
93,98,93,93,71,2,2
95,93,93,67,53,1,2
99,96,92,85,43,2,2
94,93,90,55,71,2,2
95,93,99,85,62,1,2
93,99,94,69,61,1,2
98,95,99,66,68,2,2
92,94,99,64,83,2,2
98,90,98,48,46,1,2
98,92,85,60,95,1,2
95,94,90,56,95,1,2
90,93,96,95,52,2,2
91,90,96,60,65,1,2
90,98,95,91,89,2,1
93,99,90,81,64,2,2
90,99,90,85,78,1,2
96,90,97,51,96,1,2
90,85,90,65,41,2,3
93,93,90,91,76,1,2
99,93,97,97,86,2,1
94,93,97,98,86,1,1
94,97,99,78,68,2,2
93,91,94,92,88,2,1
90,96,98,86,80,2,1
91,93,99,56,60,2,2
96,95,88,64,73,1,2
91,91,91,91,70,1,2
91,94,95,63,53,1,2
92,91,95,93,85,2,1
90,96,92,86,94,1,1
90,93,95,86,98,1,1
91,96,91,73,91,2,2
97,88,98,61,80,1,2
92,92,98,89,83,2,1
94,91,94,73,81,1,2
99,93,93,55,58,1,2
95,96,97,87,45,1,2
99,99,98,54,85,2,2
96,92,91,53,90,2,2
99,93,96,76,46,2,2
93,90,96,86,76,2,2
97,90,86,93,62,1,2
96,93,94,86,78,1,2
98,98,98,64,70,2,2
98,92,94,56,64,2,2
90,99,93,59,76,2,2
97,90,96,83,58,1,2
94,95,96,92,99,2,1
95,98,97,88,90,1,1
98,94,99,67,97,2,1
97,93,96,92,57,2,2
90,94,97,88,87,1,1
96,89,99,58,69,2,2
96,90,97,83,54,1,2
92,97,98,54,66,2,2
96,92,95,52,90,1,2
96,99,95,88,51,1,2
96,92,92,51,57,2,2
91,93,95,73,65,2,2
91,97,95,71,86,2,2
92,94,96,86,42,2,2
96,91,92,25,90,1,2
92,98,93,81,71,2,2
93,97,99,92,77,2,1
90,95,91,80,58,2,2
96,96,98,56,45,2,2
92,97,94,71,95,2,2
99,99,96,64,60,2,2
92,93,94,57,53,1,2
93,98,91,61,69,2,2
98,90,85,43,71,1,2
93,91,95,66,79,2,2
93,92,93,69,81,1,2
93,96,90,41,86,1,2
93,90,97,87,62,1,2
97,91,99,58,98,1,2
91,95,96,42,78,1,2
95,96,95,65,73,1,2
93,95,98,71,88,2,2
90,95,93,69,80,2,2
91,93,90,69,48,2,2
98,91,98,80,56,2,2
91,97,92,58,99,2,2
93,92,90,76,45,1,2
98,94,93,90,98,2,1
98,98,97,92,53,2,2
93,90,90,88,50,2,2
95,95,93,81,75,2,2
97,90,93,70,58,1,2
95,99,97,72,64,1,2
99,96,95,58,70,2,2
93,95,91,94,47,2,2
95,89,91,81,75,1,2
98,93,92,59,45,1,2
95,91,99,92,65,2,2
94,96,99,94,57,1,2
98,90,95,41,91,1,2
98,91,95,87,62,1,2
97,95,90,69,54,1,2
97,95,98,85,98,1,1
94,90,99,99,50,2,2
93,94,96,54,69,2,2
97,91,97,78,61,2,2
97,91,98,47,63,1,2
94,94,92,55,95,2,2
95,93,89,58,52,1,2
99,92,92,87,60,2,2
93,98,91,77,71,1,2
98,92,90,52,59,1,2
90,93,91,93,47,2,2
94,95,90,97,78,1,1
91,97,96,91,70,1,2
92,99,92,66,55,1,2
93,85,94,79,43,2,2
97,95,98,97,67,2,1
94,99,91,54,76,2,2
99,94,93,98,85,2,1
96,91,96,43,79,2,2
95,90,96,50,98,2,2
95,95,99,67,50,2,2
98,93,95,45,65,1,2
95,94,90,56,93,1,2
97,95,93,68,80,2,2
94,90,87,62,65,1,2
93,90,99,69,57,1,2
99,91,96,57,97,1,2
93,96,99,88,88,1,1
91,99,99,42,65,1,2
99,97,95,50,76,1,2
95,94,97,62,88,2,2
94,96,99,86,45,2,2
97,90,98,86,60,1,2
90,99,96,65,43,2,2
90,97,94,41,57,2,2
91,91,91,56,53,1,2
93,93,96,80,94,1,1
90,85,91,79,65,1,2
98,93,95,72,74,1,2
96,92,90,62,90,2,2
97,95,90,78,70,2,2
91,95,95,67,54,2,2
92,99,93,88,77,2,2
90,96,98,40,46,2,3
98,99,93,56,52,2,2
90,98,99,68,76,1,2
96,97,91,88,79,2,1
92,91,91,46,44,2,3
97,98,94,64,94,2,2
99,91,94,91,74,1,2
96,97,99,49,86,2,2
92,94,97,74,90,2,2
93,98,97,87,48,1,2
92,95,94,52,90,1,2
99,93,92,74,79,2,2
91,96,89,69,60,2,2
90,90,93,73,86,2,2
99,91,90,65,70,2,2
95,96,90,97,61,2,2
94,90,97,74,73,2,2
94,85,97,88,97,1,1
93,94,96,64,63,2,2
93,97,90,69,80,1,2
95,98,98,87,74,2,1
91,95,99,68,50,1,2
96,90,90,73,54,2,2
92,92,92,27,47,2,3
92,90,92,97,56,2,2
94,97,90,47,69,2,2
98,97,95,69,80,2,2
93,87,94,80,94,1,2
93,96,97,66,57,2,2
90,91,91,41,52,1,3
93,98,97,94,44,2,2
95,91,95,73,67,1,2
94,90,97,85,86,1,1
94,99,91,60,95,2,2
99,98,91,83,88,1,1
99,93,95,75,59,2,2
90,96,93,92,48,1,2
98,90,86,55,56,2,2
92,95,91,41,70,1,2
94,97,90,67,57,1,2
90,98,95,80,55,1,2
93,97,86,78,67,2,2
91,92,92,96,78,2,2
96,93,97,90,87,2,1
90,98,97,52,97,2,2
91,97,92,75,75,1,2
93,97,92,56,83,1,2
92,99,96,98,63,2,2
90,92,95,62,53,2,2
91,86,97,41,55,1,3
90,90,90,49,86,1,2
96,96,94,95,92,2,1
92,99,97,98,82,1,1
92,95,99,63,62,2,2
92,91,91,94,88,2,1
99,99,95,63,98,1,1
99,99,97,85,84,1,1
96,86,96,57,64,1,2
98,90,95,49,94,1,2
97,96,93,72,61,1,2
99,96,96,73,70,2,2
90,93,98,74,61,2,2
93,96,90,76,54,2,2
99,98,89,41,73,2,2
86,94,90,51,48,2,3
90,90,92,41,89,2,2
97,98,96,51,88,1,2
92,96,97,95,49,1,2
96,93,90,92,75,2,2
93,96,95,74,50,2,2
99,99,93,62,47,1,2
96,90,94,91,59,1,2
97,96,95,66,74,2,2
97,94,90,46,77,2,2
93,95,98,67,71,2,2
97,98,98,69,63,2,2
93,91,98,49,83,1,2
90,99,86,66,71,1,2
94,94,99,54,95,2,2
98,98,92,48,57,2,2
94,91,93,82,91,1,1
94,97,96,85,48,1,2
91,86,98,40,72,2,2
96,93,98,52,71,2,2
91,99,92,79,45,2,2
98,99,95,61,68,2,2
99,96,90,52,72,1,2
97,91,95,75,92,2,1
98,92,97,98,59,1,2
96,92,98,67,85,1,2
90,95,97,40,50,2,3
99,96,88,57,72,1,2
96,98,96,85,69,1,2
97,98,92,74,65,1,2
94,95,96,74,49,2,2
92,91,92,82,67,1,2
97,86,95,56,84,2,2
98,98,90,51,97,2,2
92,96,95,82,40,1,2
91,91,97,46,76,1,2
87,92,96,89,89,2,1
99,93,92,80,67,1,2
95,98,94,81,48,1,2
99,98,98,81,82,1,1
99,98,91,45,66,1,2
97,94,92,73,97,1,1
90,93,96,97,57,2,2
95,92,93,87,64,2,2
93,96,96,97,72,1,1
96,93,88,67,88,1,2
96,94,90,89,66,2,2
95,92,99,53,70,1,2
96,93,93,64,44,2,2
99,99,93,52,99,1,2
90,88,94,56,79,1,2
90,97,92,40,60,1,2
93,91,91,85,64,1,2
96,98,98,75,93,1,1
99,95,91,95,87,1,1
93,91,90,91,66,2,2
90,90,97,83,98,2,1
94,90,95,67,40,2,2
91,98,95,45,61,2,2
95,97,93,60,93,1,2
98,98,92,51,54,1,2
94,93,91,86,71,1,2
99,99,97,79,63,2,2
93,94,97,59,40,1,2
95,94,96,54,49,2,2
98,92,99,65,89,1,2
97,98,99,52,59,2,2
98,93,99,46,97,1,2
93,99,94,54,89,1,2
90,96,99,78,65,2,2
90,96,99,92,90,2,1
100,93,93,52,51,2,2
91,99,91,59,99,2,2
93,99,98,31,68,1,2
94,98,94,96,97,1,1
96,98,93,61,73,2,2
98,89,95,65,68,1,2
95,98,97,71,55,1,2
93,93,94,64,52,1,2
96,96,96,83,93,1,1
93,92,91,44,47,1,3
94,86,97,99,42,2,2
96,94,94,70,76,2,2
95,96,85,46,87,1,2
95,93,96,96,59,1,2
99,95,95,73,87,2,2
90,92,93,88,46,2,2
91,98,93,85,94,1,1
91,97,94,61,88,2,2
90,98,98,85,98,2,1
92,92,90,68,100,1,2
98,92,94,94,88,2,1
95,93,93,58,92,1,2
94,94,98,46,73,1,2
98,93,96,84,73,1,2
92,93,95,93,59,1,2
93,97,92,69,74,2,2
95,94,94,82,89,1,1
87,92,91,44,60,2,3
91,99,95,94,56,1,2
95,92,96,97,43,2,2
91,90,98,63,96,2,2
94,90,96,78,74,1,2
98,91,94,81,55,1,2
91,96,95,73,67,2,2
91,92,92,47,84,2,2
90,90,99,51,41,2,3
90,91,95,54,58,1,2
91,92,91,59,72,2,2
93,93,96,57,56,2,2
99,98,88,79,47,1,2
99,93,90,99,93,1,1
97,94,94,60,73,2,2
91,98,95,55,60,1,2
98,90,97,74,45,2,2
99,98,94,87,63,2,2
97,91,96,52,77,1,2
96,90,97,59,56,1,2
88,92,91,69,51,2,2
93,90,94,40,81,2,2
96,94,99,43,84,2,2
91,95,92,47,91,2,2
99,91,92,54,96,2,2
96,97,99,86,64,1,2
