School_Percentage,Aptitude_Test,Acadmic_Achievement,Programming1,Programming2,Data_Structure,Visual_Programming,School_type,Color
98,95,92,74,45,57,69,1,2
91,96,91,94,99,52,51,1,2
97,99,99,87,61,88,87,2,2
99,95,95,87,80,99,84,2,1
96,91,96,78,78,87,45,1,2
90,92,99,91,43,63,42,2,3
91,85,99,46,71,50,73,1,3
90,94,92,65,77,63,85,1,2
97,92,92,52,87,55,95,2,2
90,93,89,89,43,57,95,1,2
94,99,99,67,71,48,92,2,2
99,95,90,92,84,78,94,2,1
96,94,90,76,54,60,40,1,3
96,95,91,92,57,71,96,2,2
91,90,97,86,58,84,68,1,2
96,94,94,88,86,55,89,2,2
91,92,91,52,96,43,42,1,3
96,92,99,43,63,78,63,2,2
97,90,97,49,54,59,53,2,3
97,91,92,77,92,61,76,1,2
96,92,87,84,92,40,45,2,2
90,94,99,71,87,49,64,2,2
93,93,98,53,95,48,83,1,2
94,91,98,85,52,43,65,1,2
93,85,95,96,24,98,55,2,2
96,92,97,99,47,57,78,1,2
94,92,91,95,87,87,58,1,2
98,99,95,81,67,50,84,1,2
95,89,90,76,50,80,79,2,2
91,96,96,65,41,98,97,2,2
95,94,92,74,56,59,46,1,3
94,87,99,87,99,93,73,1,1
92,94,85,54,66,51,78,1,3
90,99,98,89,76,72,56,2,2
91,96,93,83,95,61,62,2,2
98,91,99,92,95,93,43,2,2
95,94,95,97,44,40,59,1,3
97,97,86,77,96,88,40,2,2
97,97,98,59,41,54,85,1,2
99,90,99,47,82,90,97,2,2
94,93,97,42,40,72,41,1,3
95,91,91,81,68,71,71,2,2
93,93,96,79,62,42,94,2,2
93,90,97,79,94,79,44,1,2
94,91,91,79,99,98,54,2,2
98,94,99,95,45,74,86,2,2
97,94,99,40,48,42,53,2,3
92,90,92,75,76,56,89,1,2
95,97,96,95,52,97,51,1,2
90,96,91,88,69,91,60,2,2
91,93,92,47,76,78,88,1,2
92,99,99,80,97,71,97,2,1
98,95,92,80,47,78,51,2,2
99,99,92,83,68,40,58,1,2
91,90,99,57,46,81,70,2,2
97,86,98,49,66,83,75,2,2
96,92,93,42,74,59,79,1,2
96,85,98,64,91,47,69,2,2
99,95,98,57,54,58,60,1,3
100,99,94,71,89,78,45,2,2
92,99,90,67,45,86,88,2,2
95,92,95,74,99,46,65,2,2
92,97,99,45,41,47,74,1,3
98,93,96,98,65,77,75,2,2
92,98,93,57,66,86,73,2,2
94,93,97,81,90,63,88,2,2
91,99,92,48,82,74,44,2,2
92,95,95,46,66,55,43,2,3
92,95,92,77,51,97,57,2,2
94,98,95,82,68,59,69,2,2
94,96,87,64,97,47,46,1,2
93,92,98,75,78,58,75,2,2
97,94,99,93,65,59,44,2,2
94,92,93,81,68,66,53,1,2
95,98,92,68,73,65,99,1,2
97,93,98,73,56,87,56,1,2
95,97,97,50,41,66,62,2,3
98,95,91,36,42,91,57,1,3
93,95,96,41,62,83,72,1,2
94,97,95,51,40,71,80,2,2
99,99,91,55,73,52,87,1,2
92,92,90,82,94,67,75,1,2
91,95,99,81,82,65,79,2,2
90,90,92,72,94,62,90,2,2
94,94,92,65,60,89,41,1,2
94,92,89,91,42,68,65,1,2
97,92,97,73,78,87,54,1,2
96,96,97,46,72,78,59,1,2
93,94,91,41,47,96,76,1,2
99,93,96,55,88,42,80,1,2
85,93,94,54,40,42,98,1,3
91,90,98,55,71,64,51,1,3
90,91,90,80,44,77,77,2,2
93,97,97,97,42,43,77,2,2
92,85,98,66,48,61,65,1,3
98,98,92,72,84,56,72,1,2
92,93,96,62,58,59,48,2,3
99,97,97,57,71,88,65,2,2
93,91,99,88,54,53,68,2,2
94,96,91,48,67,44,77,2,3
98,96,99,72,73,84,43,1,2
98,91,90,98,71,49,65,1,2
99,91,90,44,54,85,84,2,2
95,92,99,52,83,42,45,1,3
97,99,93,61,99,49,88,1,2
89,92,95,85,87,44,90,1,2
94,95,98,86,45,58,80,2,2
90,92,90,43,48,75,59,1,3
96,94,93,47,65,52,81,2,2
91,88,95,78,78,43,60,2,2
99,98,92,72,72,88,70,2,2
95,90,95,78,56,68,94,2,2
95,94,98,56,97,80,54,1,2
94,97,94,76,95,99,72,2,2
96,95,93,47,70,68,50,2,3
94,90,88,89,75,86,99,1,2
93,94,93,42,55,76,50,1,3
98,96,97,45,43,45,83,2,3
94,99,98,96,41,58,93,1,2
98,91,92,61,78,82,76,1,2
93,92,94,48,52,94,52,1,2
92,98,89,76,62,96,50,2,2
91,87,92,84,54,59,59,1,2
95,94,98,58,57,99,90,2,2
98,91,95,93,97,90,81,2,1
99,98,95,45,66,66,61,1,2
92,96,90,80,45,78,94,2,2
93,88,93,65,94,87,75,2,2
94,94,92,46,60,95,55,2,2
94,98,96,93,59,89,50,2,2
93,90,91,75,78,92,85,2,2
90,93,95,90,47,39,83,1,2
99,95,85,51,77,75,82,2,2
87,97,91,84,95,90,72,1,2
90,93,91,46,58,91,76,2,2
97,98,96,77,42,97,89,1,2
97,95,98,48,62,57,94,1,2
96,91,96,54,90,73,48,2,2
96,96,95,51,46,52,64,1,3
94,99,91,66,90,88,52,1,2
96,97,90,76,57,58,65,2,2
99,98,98,86,64,56,68,2,2
90,95,98,53,47,91,96,2,2
91,94,99,49,89,54,93,1,2
91,97,97,75,43,62,66,1,2
92,92,94,86,66,94,57,2,2
96,96,91,95,82,62,47,2,2
98,98,93,79,85,47,94,1,2
96,90,93,91,88,93,76,1,2
98,94,96,70,76,80,58,2,2
97,90,89,80,45,84,88,2,2
95,93,94,40,87,54,46,2,3
94,92,91,68,74,83,84,1,2
99,96,97,47,44,50,51,2,3
93,91,97,63,68,69,47,1,2
98,93,93,67,92,58,74,2,2
90,97,99,71,90,70,73,1,2
91,95,98,73,97,50,93,1,2
96,92,90,52,89,86,67,1,2
96,97,90,47,81,46,74,2,2
90,99,94,62,96,64,97,2,2
94,92,98,48,56,97,59,1,2
95,95,90,44,66,91,65,1,2
95,97,91,95,87,43,88,1,2
91,92,98,98,96,50,40,1,2
96,92,94,79,86,40,82,1,2
96,91,91,49,51,44,52,2,3
91,93,95,62,92,90,55,1,2
99,89,96,71,59,50,82,2,2
92,98,90,56,55,84,64,1,2
95,98,96,78,98,67,40,2,2
96,99,98,89,87,95,46,1,2
93,93,97,88,68,62,95,2,2
91,90,91,73,46,27,61,1,3
92,97,91,94,42,42,57,2,3
97,99,95,80,79,47,42,2,2
92,99,96,65,45,70,98,2,2
91,90,96,57,76,76,47,2,2
93,98,92,62,89,68,95,2,2
93,98,97,47,95,75,48,1,2
92,97,88,50,61,48,70,1,3
92,90,90,96,80,83,96,1,2
95,90,92,91,85,87,51,2,2
97,92,99,77,69,50,85,2,2
94,95,97,77,57,81,44,2,2
93,96,91,87,88,80,78,2,2
93,89,99,74,48,52,43,2,3
94,99,99,62,99,72,52,2,2
94,95,96,47,93,94,54,2,2
97,92,98,58,86,61,95,1,2
98,90,91,72,76,96,70,1,2
92,91,94,43,72,44,77,1,3
98,91,90,55,59,64,65,2,3
97,94,94,64,42,47,72,1,3
93,98,93,93,71,95,82,2,2
95,93,93,67,53,94,90,1,2
99,96,92,85,43,59,52,2,2
94,93,90,55,71,97,74,2,2
95,93,99,85,62,63,83,1,2
93,99,94,69,61,67,53,1,2
98,95,99,66,68,74,81,2,2
92,94,99,64,83,82,40,2,2
98,90,98,48,46,53,58,1,3
98,92,85,60,95,71,58,1,2
95,94,90,56,95,78,42,1,2
90,93,96,95,52,53,45,2,3
91,90,96,60,65,50,53,1,3
90,98,95,91,89,87,68,2,2
93,99,90,81,64,52,70,2,2
90,99,90,85,78,76,93,1,2
96,90,97,51,96,53,67,1,2
90,85,90,65,41,59,99,2,2
93,93,90,91,76,71,69,1,2
99,93,97,97,86,51,71,2,2
94,93,97,98,86,85,96,1,1
94,97,99,78,68,67,50,2,2
93,91,94,92,88,76,76,2,2
90,96,98,86,80,71,74,2,2
91,93,99,56,60,94,96,2,2
96,95,88,64,73,48,65,1,2
91,91,91,91,70,72,85,1,2
91,94,95,63,53,95,48,1,2
92,91,95,93,85,43,80,2,2
90,96,92,86,94,79,62,1,2
90,93,95,86,98,94,98,1,1
91,96,91,73,91,41,92,2,2
97,88,98,61,80,79,54,1,2
92,92,98,89,83,73,58,2,2
94,91,94,73,81,52,58,1,2
99,93,93,55,58,94,77,1,2
95,96,97,87,45,98,50,1,2
99,99,98,54,85,55,64,2,2
96,92,91,53,90,70,85,2,2
99,93,96,76,46,40,61,2,3
93,90,96,86,76,46,56,2,2
97,90,86,93,62,93,62,1,2
96,93,94,86,78,44,89,1,2
98,98,98,64,70,86,99,2,2
98,92,94,56,64,49,67,2,3
90,99,93,59,76,59,70,2,2
97,90,96,83,58,80,43,1,2
94,95,96,92,99,52,54,2,2
95,98,97,88,90,80,85,1,1
98,94,99,67,97,49,51,2,2
97,93,96,92,57,65,79,2,2
90,94,97,88,87,55,77,1,2
96,89,99,58,69,55,84,2,2
96,90,97,83,54,78,66,1,2
92,97,98,54,66,55,75,2,2
96,92,95,52,90,46,55,1,2
96,99,95,88,51,87,87,1,2
96,92,92,51,57,57,55,2,3
91,93,95,73,65,92,46,2,2
91,97,95,71,86,96,85,2,2
92,94,96,86,42,51,98,2,2
96,91,92,25,90,46,68,1,3
92,98,93,81,71,54,65,2,2
93,97,99,92,77,57,42,2,2
90,95,91,80,58,49,48,2,3
96,96,98,56,45,99,99,2,2
92,97,94,71,95,54,40,2,2
99,99,96,64,60,55,64,2,2
92,93,94,57,53,42,86,1,3
93,98,91,61,69,62,66,2,2
98,90,85,43,71,66,60,1,3
93,91,95,66,79,57,79,2,2
93,92,93,69,81,53,60,1,2
93,96,90,41,86,55,85,1,2
93,90,97,87,62,88,65,1,2
97,91,99,58,98,48,75,1,2
91,95,96,42,78,86,94,1,2
95,96,95,65,73,87,44,1,2
93,95,98,71,88,48,47,2,2
90,95,93,69,80,52,85,2,2
91,93,90,69,48,74,49,2,3
98,91,98,80,56,94,52,2,2
91,97,92,58,99,69,92,2,2
93,92,90,76,45,85,93,1,2
98,94,93,90,98,53,48,2,2
98,98,97,92,53,44,97,2,2
93,90,90,88,50,42,48,2,3
95,95,93,81,75,80,58,2,2
97,90,93,70,58,75,56,1,2
95,99,97,72,64,94,86,1,2
99,96,95,58,70,85,41,2,2
93,95,91,94,47,59,63,2,2
95,89,91,81,75,70,59,1,2
98,93,92,59,45,55,54,1,3
95,91,99,92,65,84,99,2,2
94,96,99,94,57,64,48,1,2
98,90,95,41,91,68,91,1,2
98,91,95,87,62,40,79,1,2
97,95,90,69,54,95,72,1,2
97,95,98,85,98,62,53,1,2
94,90,99,99,50,98,75,2,2
93,94,96,54,69,63,51,2,3
97,91,97,78,61,43,85,2,2
97,91,98,47,63,65,79,1,2
94,94,92,55,95,94,80,2,2
95,93,89,58,52,57,83,1,2
99,92,92,87,60,74,71,2,2
93,98,91,77,71,92,74,1,2
98,92,90,52,59,86,41,1,3
90,93,91,93,47,84,77,2,2
94,95,90,97,78,77,77,1,2
91,97,96,91,70,57,73,1,2
92,99,92,66,55,85,59,1,2
93,85,94,79,43,37,82,2,3
97,95,98,97,67,68,41,2,2
94,99,91,54,76,53,80,2,2
99,94,93,98,85,53,68,2,2
96,91,96,43,79,80,45,2,2
95,90,96,50,98,47,65,2,2
95,95,99,67,50,59,59,2,3
98,93,95,45,65,44,99,1,2
95,94,90,56,93,64,69,1,2
97,95,93,68,80,91,44,2,2
94,90,87,62,65,53,55,1,3
93,90,99,69,57,58,96,1,2
99,91,96,57,97,99,81,1,2
93,96,99,88,88,49,74,1,2
91,99,99,42,65,95,78,1,2
99,97,95,50,76,97,83,1,2
95,94,97,62,88,93,98,2,2
94,96,99,86,45,40,67,2,2
97,90,98,86,60,81,63,1,2
90,99,96,65,43,67,83,2,2
90,97,94,41,57,50,50,2,3
91,91,91,56,53,72,40,1,3
93,93,96,80,94,55,90,1,2
90,85,91,79,65,73,42,1,2
98,93,95,72,74,98,95,1,2
96,92,90,62,90,72,45,2,2
97,95,90,78,70,67,75,2,2
91,95,95,67,54,64,40,2,3
92,99,93,88,77,59,91,2,2
90,96,98,40,46,88,58,2,3
98,99,93,56,52,43,73,2,3
90,98,99,68,76,57,92,1,2
96,97,91,88,79,73,96,2,2
92,91,91,46,44,71,41,2,3
97,98,94,64,94,63,44,2,2
99,91,94,91,74,87,75,1,2
96,97,99,49,86,75,90,2,2
92,94,97,74,90,77,46,2,2
93,98,97,87,48,96,61,1,2
92,95,94,52,90,77,70,1,2
99,93,92,74,79,81,60,2,2
91,96,89,69,60,45,58,2,3
90,90,93,73,86,50,70,2,2
99,91,90,65,70,42,81,2,2
95,96,90,97,61,67,59,2,2
94,90,97,74,73,83,61,2,2
94,85,97,88,97,42,62,1,2
93,94,96,64,63,70,51,2,2
93,97,90,69,80,76,87,1,2
95,98,98,87,74,42,70,2,2
91,95,99,68,50,58,43,1,3
96,90,90,73,54,90,98,2,2
92,92,92,27,47,47,63,2,3
92,90,92,97,56,94,78,2,2
94,97,90,47,69,62,59,2,3
98,97,95,69,80,99,66,2,2
93,87,94,80,94,59,87,1,2
93,96,97,66,57,65,87,2,2
90,91,91,41,52,88,81,1,2
93,98,97,94,44,71,60,2,2
95,91,95,73,67,96,57,1,2
94,90,97,85,86,43,72,1,2
94,99,91,60,95,96,75,2,2
99,98,91,83,88,62,95,1,2
99,93,95,75,59,93,98,2,2
90,96,93,92,48,79,79,1,2
98,90,86,55,56,68,52,2,3
92,95,91,41,70,97,97,1,2
94,97,90,67,57,99,96,1,2
90,98,95,80,55,55,98,1,2
93,97,86,78,67,44,90,2,2
91,92,92,96,78,55,98,2,2
96,93,97,90,87,64,98,2,2
90,98,97,52,97,44,98,2,2
91,97,92,75,75,41,51,1,3
93,97,92,56,83,52,56,1,2
92,99,96,98,63,91,95,2,1
90,92,95,62,53,75,45,2,3
91,86,97,41,55,74,90,1,2
90,90,90,49,86,52,89,1,2
96,96,94,95,92,61,73,2,2
92,99,97,98,82,75,64,1,2
92,95,99,63,62,76,90,2,2
92,91,91,94,88,62,96,2,2
99,99,95,63,98,82,45,1,2
99,99,97,85,84,70,53,1,2
96,86,96,57,64,93,72,1,2
98,90,95,49,94,93,62,1,2
97,96,93,72,61,95,55,1,2
99,96,96,73,70,90,57,2,2
90,93,98,74,61,92,94,2,2
93,96,90,76,54,63,87,2,2
99,98,89,41,73,86,97,2,2
86,94,90,51,48,87,49,2,3
90,90,92,41,89,81,52,2,2
97,98,96,51,88,43,80,1,2
92,96,97,95,49,71,49,1,2
96,93,90,92,75,79,56,2,2
93,96,95,74,50,93,89,2,2
99,99,93,62,47,85,96,1,2
96,90,94,91,59,63,90,1,2
97,96,95,66,74,68,60,2,2
97,94,90,46,77,68,53,2,2
93,95,98,67,71,96,71,2,2
97,98,98,69,63,75,62,2,2
93,91,98,49,83,74,81,1,2
90,99,86,66,71,80,51,1,2
94,94,99,54,95,40,82,2,2
98,98,92,48,57,53,69,2,3
94,91,93,82,91,61,59,1,2
94,97,96,85,48,80,53,1,2
91,86,98,40,72,69,72,2,2
96,93,98,52,71,78,87,2,2
91,99,92,79,45,99,59,2,2
98,99,95,61,68,55,57,2,2
99,96,90,52,72,69,99,1,2
97,91,95,75,92,43,99,2,2
98,92,97,98,59,40,79,1,2
96,92,98,67,85,86,60,1,2
90,95,97,40,50,64,48,2,3
99,96,88,57,72,63,78,1,2
96,98,96,85,69,85,51,1,2
97,98,92,74,65,45,95,1,2
94,95,96,74,49,65,85,2,2
92,91,92,82,67,61,55,1,2
97,86,95,56,84,70,60,2,2
98,98,90,51,97,83,58,2,2
92,96,95,82,40,33,52,1,3
91,91,97,46,76,43,72,1,3
87,92,96,89,89,51,69,2,2
99,93,92,80,67,69,51,1,2
95,98,94,81,48,77,96,1,2
99,98,98,81,82,63,46,1,2
99,98,91,45,66,56,56,1,3
97,94,92,73,97,53,60,1,2
90,93,96,97,57,82,69,2,2
95,92,93,87,64,52,79,2,2
93,96,96,97,72,69,88,1,2
96,93,88,67,88,78,76,1,2
96,94,90,89,66,81,56,2,2
95,92,99,53,70,63,44,1,3
96,93,93,64,44,56,54,2,3
99,99,93,52,99,52,53,1,2
90,88,94,56,79,81,64,1,2
90,97,92,40,60,66,61,1,3
93,91,91,85,64,65,88,1,2
96,98,98,75,93,96,80,1,1
99,95,91,95,87,55,91,1,2
93,91,90,91,66,70,52,2,2
90,90,97,83,98,72,48,2,2
94,90,95,67,40,96,79,2,2
91,98,95,45,61,65,53,2,3
95,97,93,60,93,94,48,1,2
98,98,92,51,54,63,83,1,2
94,93,91,86,71,48,59,1,2
99,99,97,79,63,63,62,2,2
93,94,97,59,40,51,80,1,3
95,94,96,54,49,57,62,2,3
98,92,99,65,89,41,96,1,2
97,98,99,52,59,57,68,2,2
98,93,99,46,97,67,70,1,2
93,99,94,54,89,64,85,1,2
90,96,99,78,65,82,58,2,2
90,96,99,92,90,47,72,2,2
100,93,93,52,51,92,42,2,3
91,99,91,59,99,42,82,2,2
93,99,98,31,68,67,93,1,2
94,98,94,96,97,52,74,1,2
96,98,93,61,73,48,54,2,3
98,89,95,65,68,57,94,1,2
95,98,97,71,55,97,90,1,2
93,93,94,64,52,72,62,1,2
96,96,96,83,93,95,93,1,1
93,92,91,44,47,83,44,1,3
94,86,97,99,42,91,42,2,2
96,94,94,70,76,96,56,2,2
95,96,85,46,87,81,87,1,2
95,93,96,96,59,74,69,1,2
99,95,95,73,87,90,51,2,2
90,92,93,88,46,74,46,2,2
91,98,93,85,94,80,76,1,2
91,97,94,61,88,54,67,2,2
90,98,98,85,98,93,47,2,2
92,92,90,68,100,62,78,1,2
98,92,94,94,88,48,68,2,2
95,93,93,58,92,99,55,1,2
94,94,98,46,73,73,44,1,3
98,93,96,84,73,45,95,1,2
92,93,95,93,59,68,73,1,2
93,97,92,69,74,77,52,2,2
95,94,94,82,89,40,46,1,2
87,92,91,44,60,96,81,2,2
91,99,95,94,56,78,80,1,2
95,92,96,97,43,71,42,2,2
91,90,98,63,96,96,55,2,2
94,90,96,78,74,96,54,1,2
98,91,94,81,55,78,49,1,2
91,96,95,73,67,91,99,2,2
91,92,92,47,84,96,49,2,2
90,90,99,51,41,93,74,2,2
90,91,95,54,58,45,99,1,2
91,92,91,59,72,90,93,2,2
93,93,96,57,56,47,92,2,2
99,98,88,79,47,53,76,1,2
99,93,90,99,93,52,79,1,2
97,94,94,60,73,74,90,2,2
91,98,95,55,60,99,96,1,2
98,90,97,74,45,97,95,2,2
99,98,94,87,63,73,77,2,2
97,91,96,52,77,92,49,1,2
96,90,97,59,56,90,71,1,2
88,92,91,69,51,47,85,2,3
93,90,94,40,81,65,67,2,2
96,94,99,43,84,95,97,2,2
91,95,92,47,91,94,41,2,2
99,91,92,54,96,41,88,2,2
96,97,99,86,64,92,82,1,2
90,96,91,90,71,93,84,2,2
97,90,97,71,95,78,41,2,2
96,92,92,84,68,71,87,1,2
99,99,94,78,51,41,83,1,2
97,92,93,86,83,97,45,2,2
99,97,94,65,82,37,53,1,2
92,90,92,57,98,73,50,2,2
96,86,97,43,69,47,46,1,3
97,95,90,41,59,78,91,2,2
94,96,94,41,48,72,93,2,2
96,91,96,85,89,62,54,2,2
96,97,92,71,97,68,66,2,2
90,93,90,54,87,52,64,2,2
95,90,99,67,98,66,96,1,2
93,94,95,59,76,72,73,1,2
94,97,91,49,59,79,83,1,2
95,92,98,63,62,76,42,2,2
91,92,91,98,50,52,92,2,2
99,93,98,93,76,96,69,1,2
96,96,98,64,76,47,83,1,2
98,91,91,77,40,84,94,1,2
98,91,99,48,79,89,73,1,2
99,97,91,73,61,97,71,2,2
92,90,97,71,57,82,94,2,2
93,91,97,44,92,49,75,1,2
98,88,93,42,54,52,47,2,3
92,93,99,93,76,65,96,1,2
96,96,96,84,53,96,76,2,2
92,90,95,81,71,51,41,1,3
91,98,96,54,50,97,53,2,2
97,99,92,60,54,88,74,1,2
94,95,94,76,96,45,54,2,2
95,90,91,82,91,56,41,1,2
93,90,91,81,81,93,55,2,2
91,98,92,64,60,60,97,2,2
90,98,90,55,86,78,75,2,2
98,95,92,54,73,43,40,1,3
95,86,91,63,67,63,92,1,2
94,95,96,61,89,49,92,2,2
97,93,93,70,50,93,84,1,2
96,96,94,98,76,49,99,1,2
97,96,96,66,60,73,45,1,2
90,95,99,84,99,42,68,2,2
96,95,96,47,97,54,64,2,2
97,91,99,74,63,55,93,2,2
90,89,96,26,53,80,91,2,2
90,97,99,74,77,70,56,1,2
98,97,99,98,91,69,62,1,2
96,92,97,64,86,50,67,2,2
97,91,98,98,93,56,49,1,2
98,92,94,47,68,74,68,2,2
95,91,90,44,57,43,60,1,3
90,90,91,82,86,43,56,2,2
94,97,99,76,86,85,94,1,1
95,93,94,87,49,76,42,2,2
93,88,99,86,70,98,82,2,2
97,96,94,71,98,75,52,1,2
95,94,99,47,78,58,72,2,2
90,95,91,70,75,45,87,2,2
90,92,94,55,54,53,78,1,3
91,94,93,44,83,44,80,2,2
93,94,96,97,56,54,89,1,2
94,99,97,76,46,48,41,2,3
98,93,99,86,64,57,72,2,2
97,94,93,94,96,57,78,1,2
92,98,92,82,67,80,60,2,2
93,99,90,56,85,69,64,2,2
96,92,99,74,79,56,47,2,2
99,97,98,65,51,47,64,1,3
98,91,95,59,40,98,41,1,3
98,92,93,81,54,68,61,1,2
91,94,95,82,54,56,59,1,2
93,91,99,58,61,79,81,2,2
94,86,90,67,40,47,61,2,3
99,94,99,86,79,48,85,1,2
95,91,99,83,99,51,97,2,2
93,95,99,96,69,64,60,2,2
98,95,99,51,94,57,46,2,2
96,95,90,65,45,81,66,1,2
99,91,90,54,55,59,43,1,3
95,91,97,81,59,52,79,1,2
93,92,90,79,58,45,96,2,2
95,98,96,73,67,56,67,1,2
94,91,88,61,66,84,70,1,2
91,90,90,48,53,62,95,1,2
93,91,98,52,72,66,99,2,2
98,95,91,86,93,64,61,2,2
92,94,93,58,74,94,74,1,2
97,99,92,90,63,84,51,1,2
94,96,91,54,79,84,62,1,2
96,97,93,58,72,53,57,2,2
94,96,90,44,62,97,46,1,2
91,99,96,70,91,45,90,2,2
99,94,99,85,73,80,74,1,2
93,97,93,40,40,99,44,2,3
99,92,90,58,84,47,72,1,2
90,98,96,61,97,40,75,2,2
97,90,97,99,52,51,46,2,2
91,99,92,78,79,74,62,1,2
95,97,98,60,65,91,62,1,2
93,91,91,74,71,47,47,2,3
99,99,99,78,49,72,66,2,2
93,91,98,88,77,74,85,2,2
98,97,91,99,97,74,67,2,2
92,91,88,89,83,94,70,1,2
97,92,96,43,57,61,77,2,3
98,94,99,43,55,69,82,1,2
99,91,94,86,44,94,71,1,2
90,92,92,56,97,63,54,1,2
96,91,95,69,66,78,61,2,2
93,94,94,87,81,48,85,1,2
95,99,92,68,58,71,47,1,2
94,95,94,48,76,83,43,1,2
99,92,98,72,58,52,53,1,3
92,91,91,67,74,93,67,1,2
97,98,96,62,95,77,97,2,2
93,93,91,55,46,67,42,1,3
98,96,97,91,94,51,96,1,2
94,99,94,68,71,48,65,1,2
91,98,90,63,90,67,74,2,2
93,96,87,81,55,63,85,1,2
94,97,91,43,90,56,87,2,2
97,97,90,87,45,44,75,2,2
94,94,93,53,98,60,90,2,2
97,92,93,62,47,99,77,2,2
96,94,95,64,52,94,53,1,2
96,94,91,62,55,75,75,1,2
91,87,92,89,48,93,91,2,2
97,96,99,83,75,42,87,2,2
92,99,92,50,96,94,62,1,2
90,95,94,99,47,53,88,1,2
92,97,99,72,88,83,84,2,2
94,93,97,72,81,68,79,1,2
92,91,99,73,43,42,83,2,3
90,91,94,90,85,64,50,1,2
90,95,96,61,96,76,53,1,2
97,93,92,94,92,70,57,2,2
99,97,98,46,92,67,86,1,2
91,99,90,87,88,84,84,1,2
98,96,91,88,64,48,77,2,2
94,91,98,71,40,87,75,1,2
99,92,93,65,78,52,78,1,2
92,95,95,51,60,66,40,1,3
91,93,98,99,84,95,47,2,2
97,97,98,83,93,55,44,2,2
93,98,96,74,52,78,43,2,2
88,92,93,86,81,83,49,2,2
96,97,91,47,42,68,86,1,2
90,94,94,76,68,68,77,2,2
92,91,90,78,84,86,47,2,2
96,91,92,69,46,49,70,2,3
97,92,97,99,89,94,65,2,1
99,99,94,69,86,58,60,2,2
93,94,96,57,62,94,93,2,2
93,91,97,69,88,86,85,1,2
90,96,91,61,85,80,77,2,2
93,96,93,98,86,99,62,1,2
91,91,95,73,47,74,54,1,2
92,97,96,78,93,97,41,1,2
95,99,86,83,65,65,60,2,2
95,97,92,91,66,37,62,1,2
96,90,91,41,48,76,43,1,3
93,93,96,83,84,99,86,2,1
92,91,97,59,75,80,65,2,2
94,97,90,99,82,52,58,1,2
98,95,97,42,62,78,41,2,3
95,99,90,46,46,52,59,1,3
94,98,92,59,48,65,69,2,2
97,95,97,51,59,54,46,1,3
94,91,90,96,96,52,76,1,2
97,90,94,84,41,87,89,2,2
97,97,97,95,48,88,96,1,2
91,98,96,50,78,48,89,2,2
94,91,96,45,75,83,47,1,2
86,94,93,61,53,47,60,1,3
94,99,94,71,48,55,97,2,2
95,98,98,49,68,47,40,1,3
95,94,99,70,67,79,89,1,2
91,94,99,96,46,85,93,2,2
94,98,92,71,45,40,66,2,3
93,98,96,51,82,90,66,1,2
92,91,90,77,96,44,76,2,2
93,95,90,76,41,99,40,1,2
96,96,91,75,93,52,49,2,2
96,93,96,76,60,44,85,2,2
97,97,98,90,96,70,49,1,2
94,98,96,85,42,75,47,2,2
96,93,99,88,77,94,56,2,2
92,98,99,69,85,93,62,1,2
99,99,95,50,55,78,89,2,2
92,98,93,45,60,77,92,1,2
98,92,88,63,96,48,55,1,2
96,99,99,51,46,62,58,1,3
94,90,90,95,90,55,90,1,2
96,94,91,89,65,44,58,2,2
98,99,98,56,84,55,67,2,2
90,98,96,49,80,79,76,1,2
93,95,98,58,78,72,41,2,2
94,97,99,56,47,57,62,2,3
93,90,94,79,67,90,46,1,2
91,90,97,93,52,99,94,2,2
96,91,90,64,44,61,45,1,3
96,95,93,45,49,88,79,1,2
97,99,93,98,73,82,56,1,2
96,93,97,40,80,93,52,1,2
91,99,95,65,42,87,89,2,2
95,90,99,58,59,99,91,1,2
94,97,96,76,48,89,47,1,2
98,97,92,69,53,67,81,2,2
87,90,96,44,90,45,72,1,3
97,91,91,78,72,81,54,2,2
92,93,95,80,71,42,58,2,2
98,98,99,51,87,76,59,1,2
98,92,97,83,60,43,80,2,2
91,99,94,54,76,84,73,2,2
91,93,98,52,87,66,59,2,2
98,98,91,90,49,90,57,2,2
90,96,91,27,73,61,57,2,3
94,93,90,81,67,82,64,1,2
95,93,93,87,95,91,61,2,2
98,92,97,44,95,84,75,2,2
99,98,97,66,69,65,71,1,2
96,99,93,76,75,89,50,2,2
94,90,87,58,57,88,90,2,2
90,93,90,47,54,47,82,2,3
94,92,96,43,81,96,87,1,2
91,99,96,51,72,73,76,1,2
90,96,93,76,46,96,54,1,2
96,95,92,53,89,93,100,2,2
94,93,90,65,71,84,86,2,2
95,93,93,83,61,57,96,1,2
93,98,90,57,57,60,46,2,3
90,90,93,40,77,94,45,1,2
92,98,90,41,62,49,83,1,3
99,99,99,42,65,81,98,1,2
97,99,93,49,97,89,70,2,2
96,93,97,48,77,73,90,1,2
91,97,99,82,45,98,81,1,2
97,92,99,96,43,67,83,1,2
90,95,90,97,55,67,63,1,2
94,85,94,77,83,43,58,2,2
90,96,91,87,91,49,71,1,2
97,91,99,77,62,50,75,1,2
91,99,98,50,71,45,68,1,3
91,92,90,77,49,72,87,2,2
90,91,97,94,93,53,43,2,2
93,92,98,76,98,67,42,1,2
98,91,91,92,80,49,55,2,2
90,94,94,54,73,47,56,1,3
98,96,98,58,54,97,58,2,2
